ID;X_WGS84UTM33 (convertito);Y_WGS84UTM33 (convertito);Stazione;Quota DTM;cod_distretto
714;43,424988;12,856347;Sassoferrato;386;5
715;42,777809;13,29544;Arquata del Tronto;700;6
716;42,992119;13,78501;Ripatransone;409;6
717;42,558666;13,3403;Poggio Cancelli;1338;7
718;42,905209;13,40683;Illice;760;6
720;42,976379;13,35134;Amandola;463;6
722;43,103958;13,399;Sant'Angelo in Pontano;419;6
723;43,072571;13,086903;Pievebovigliana;451;6
725;43,087589;13,00445;Gelagna Alta;745;6
727;43,586731;12,51521;Piobbico;331;5
