1;1;1868;0;500
2;1;1868;0;2520
3;1;1868;0;2550
4;1;1868;0;2580
5;1;1868;0;2600
6;1;1868;0;2610
7;1;1868;0;2620
8;2;1868;0;500
9;2;1868;0;2520
10;2;1868;0;2550
11;2;1868;0;2580
12;2;1868;0;2600
13;2;1868;0;2610
14;2;1868;0;2620
15;3;1868;0;500
16;3;1868;0;2520
17;3;1868;0;2550
18;3;1868;0;2580
19;3;1868;0;2600
20;3;1868;0;2610
21;3;1868;0;2620
22;4;1868;0;500
23;4;1868;0;2520
24;4;1868;0;2550
25;4;1868;0;2580
26;4;1868;0;2600
27;4;1868;0;2610
28;4;1868;0;2620
29;5;1868;0;500
30;5;1868;0;2520
31;5;1868;0;2550
32;5;1868;0;2580
33;5;1868;0;2600
34;5;1868;0;2610
35;5;1868;0;2620
36;6;1868;0;500
37;6;1868;0;2520
38;6;1868;0;2550
39;6;1868;0;2580
40;6;1868;0;2600
41;6;1868;0;2610
42;6;1868;0;2620
43;7;1868;0;500
44;7;1868;0;2520
45;7;1868;0;2550
46;7;1868;0;2580
47;7;1868;0;2600
48;7;1868;0;2610
49;7;1868;0;2620
50;8;1868;0;500
51;8;1868;0;2520
52;8;1868;0;2550
53;8;1868;0;2580
54;8;1868;0;2600
55;8;1868;0;2610
56;8;1868;0;2620
57;9;1868;0;500
58;9;1868;0;2520
59;9;1868;0;2550
60;9;1868;0;2580
61;9;1868;0;2600
62;9;1868;0;2610
63;9;1868;0;2620
64;10;1868;0;500
65;10;1868;0;2520
66;10;1868;0;2550
67;10;1868;0;2580
68;10;1868;0;2600
69;10;1868;0;2610
70;10;1868;0;2620
71;11;1868;0;500
72;11;1868;0;2520
73;11;1868;0;2550
74;11;1868;0;2580
75;11;1868;0;2600
76;11;1868;0;2610
77;11;1868;0;2620
78;12;1868;0;500
79;12;1868;0;2520
80;12;1868;0;2550
81;12;1868;0;2580
82;12;1868;0;2600
83;12;1868;0;2610
84;12;1868;0;2620
85;1;1869;0;500
86;1;1869;0;2520
87;1;1869;0;2550
88;1;1869;0;2580
89;1;1869;0;2600
90;1;1869;0;2610
91;1;1869;0;2620
92;2;1869;0;500
93;2;1869;0;2520
94;2;1869;0;2550
95;2;1869;0;2580
96;2;1869;0;2600
97;2;1869;0;2610
98;2;1869;0;2620
99;3;1869;0;500
100;3;1869;0;2520
101;3;1869;0;2550
102;3;1869;0;2580
103;3;1869;0;2600
104;3;1869;0;2610
105;3;1869;0;2620
106;4;1869;0;500
107;4;1869;0;2520
108;4;1869;0;2550
109;4;1869;0;2580
110;4;1869;0;2600
111;4;1869;0;2610
112;4;1869;0;2620
113;5;1869;0;500
114;5;1869;0;2520
115;5;1869;0;2550
116;5;1869;0;2580
117;5;1869;0;2600
118;5;1869;0;2610
119;5;1869;0;2620
120;6;1869;0;500
121;6;1869;0;2520
122;6;1869;0;2550
123;6;1869;0;2580
124;6;1869;0;2600
125;6;1869;0;2610
126;6;1869;0;2620
127;7;1869;0;500
128;7;1869;0;2520
129;7;1869;0;2550
130;7;1869;0;2580
131;7;1869;0;2600
132;7;1869;0;2610
133;7;1869;0;2620
134;8;1869;0;500
135;8;1869;0;2520
136;8;1869;0;2550
137;8;1869;0;2580
138;8;1869;0;2600
139;8;1869;0;2610
140;8;1869;0;2620
141;9;1869;0;500
142;9;1869;0;2520
143;9;1869;0;2550
144;9;1869;0;2580
145;9;1869;0;2600
146;9;1869;0;2610
147;9;1869;0;2620
148;10;1869;0;500
149;10;1869;0;2520
150;10;1869;0;2550
151;10;1869;0;2580
152;10;1869;0;2600
153;10;1869;0;2610
154;10;1869;0;2620
155;11;1869;0;500
156;11;1869;0;2520
157;11;1869;0;2550
158;11;1869;0;2580
159;11;1869;0;2600
160;11;1869;0;2610
161;11;1869;0;2620
162;12;1869;0;500
163;12;1869;0;2520
164;12;1869;0;2550
165;12;1869;0;2580
166;12;1869;0;2600
167;12;1869;0;2610
168;12;1869;0;2620
169;1;1870;0;500
170;1;1870;0;2520
171;1;1870;0;2550
172;1;1870;0;2580
173;1;1870;0;2600
174;1;1870;0;2610
175;1;1870;0;2620
176;2;1870;0;500
177;2;1870;0;2520
178;2;1870;0;2550
179;2;1870;0;2580
180;2;1870;0;2600
181;2;1870;0;2610
182;2;1870;0;2620
183;3;1870;0;500
184;3;1870;0;2520
185;3;1870;0;2550
186;3;1870;0;2580
187;3;1870;0;2600
188;3;1870;0;2610
189;3;1870;0;2620
190;4;1870;0;500
191;4;1870;0;2520
192;4;1870;0;2550
193;4;1870;0;2580
194;4;1870;0;2600
195;4;1870;0;2610
196;4;1870;0;2620
197;5;1870;0;500
198;5;1870;0;2520
199;5;1870;0;2550
200;5;1870;0;2580
201;5;1870;0;2600
202;5;1870;0;2610
203;5;1870;0;2620
204;6;1870;0;500
205;6;1870;0;2520
206;6;1870;0;2550
207;6;1870;0;2580
208;6;1870;0;2600
209;6;1870;0;2610
210;6;1870;0;2620
211;7;1870;0;500
212;7;1870;0;2520
213;7;1870;0;2550
214;7;1870;0;2580
215;7;1870;0;2600
216;7;1870;0;2610
217;7;1870;0;2620
218;8;1870;0;500
219;8;1870;0;2520
220;8;1870;0;2550
221;8;1870;0;2580
222;8;1870;0;2600
223;8;1870;0;2610
224;8;1870;0;2620
225;9;1870;0;500
226;9;1870;0;2520
227;9;1870;0;2550
228;9;1870;0;2580
229;9;1870;0;2600
230;9;1870;0;2610
231;9;1870;0;2620
232;10;1870;0;500
233;10;1870;0;2520
234;10;1870;0;2550
235;10;1870;0;2580
236;10;1870;0;2600
237;10;1870;0;2610
238;10;1870;0;2620
239;11;1870;0;500
240;11;1870;0;2520
241;11;1870;0;2550
242;11;1870;0;2580
243;11;1870;0;2600
244;11;1870;0;2610
245;11;1870;0;2620
246;12;1870;0;500
247;12;1870;0;2520
248;12;1870;0;2550
249;12;1870;0;2580
250;12;1870;0;2600
251;12;1870;0;2610
252;12;1870;0;2620
253;1;1871;0;500
254;1;1871;0;2520
255;1;1871;0;2550
256;1;1871;0;2580
257;1;1871;0;2600
258;1;1871;0;2610
259;1;1871;0;2620
260;2;1871;0;500
261;2;1871;0;2520
262;2;1871;0;2550
263;2;1871;0;2580
264;2;1871;0;2600
265;2;1871;0;2610
266;2;1871;0;2620
267;3;1871;0;500
268;3;1871;0;2520
269;3;1871;0;2550
270;3;1871;0;2580
271;3;1871;0;2600
272;3;1871;0;2610
273;3;1871;0;2620
274;4;1871;0;500
275;4;1871;0;2520
276;4;1871;0;2550
277;4;1871;0;2580
278;4;1871;0;2600
279;4;1871;0;2610
280;4;1871;0;2620
281;5;1871;0;500
282;5;1871;0;2520
283;5;1871;0;2550
284;5;1871;0;2580
285;5;1871;0;2600
286;5;1871;0;2610
287;5;1871;0;2620
288;6;1871;0;500
289;6;1871;0;2520
290;6;1871;0;2550
291;6;1871;0;2580
292;6;1871;0;2600
293;6;1871;0;2610
294;6;1871;0;2620
295;7;1871;0;500
296;7;1871;0;2520
297;7;1871;0;2550
298;7;1871;0;2580
299;7;1871;0;2600
300;7;1871;0;2610
301;7;1871;0;2620
302;8;1871;0;500
303;8;1871;0;2520
304;8;1871;0;2550
305;8;1871;0;2580
306;8;1871;0;2600
307;8;1871;0;2610
308;8;1871;0;2620
309;9;1871;0;500
310;9;1871;0;2520
311;9;1871;0;2550
312;9;1871;0;2580
313;9;1871;0;2600
314;9;1871;0;2610
315;9;1871;0;2620
316;10;1871;0;500
317;10;1871;0;2520
318;10;1871;0;2550
319;10;1871;0;2580
320;10;1871;0;2600
321;10;1871;0;2610
322;10;1871;0;2620
323;11;1871;0;500
324;11;1871;0;2520
325;11;1871;0;2550
326;11;1871;0;2580
327;11;1871;0;2600
328;11;1871;0;2610
329;11;1871;0;2620
330;12;1871;0;500
331;12;1871;0;2520
332;12;1871;0;2550
333;12;1871;0;2580
334;12;1871;0;2600
335;12;1871;0;2610
336;12;1871;0;2620
337;1;1872;0;500
338;1;1872;0;2520
339;1;1872;0;2550
340;1;1872;0;2580
