idCella,polygon
11,"[[[11.776427685371184, 42.7688201731526], [11.774091387073033, 42.81377583736497], [11.713032156332458, 42.81203756551872], [11.715412483334159, 42.76708461675286], [11.776427685371184, 42.7688201731526]]]"
12,"[[[11.680707082089889, 42.27083399684031], [11.678343039142039, 42.315789273844324], [11.61777336023392, 42.31401677852437], [11.609649282037214, 42.307486555390575], [11.609637352961533, 42.307476965293624], [11.609829159763462, 42.30740661771511], [11.610451057765596, 42.30713024349473], [11.610500874238301, 42.30710456942991], [11.610917841274773, 42.30688334565803], [11.611371492996911, 42.30669561529686], [11.611751273112969, 42.30651814604671], [11.61301789435181, 42.305830702030846], [11.613269252018611, 42.30572969440093], [11.613583004926344, 42.305610906094195], [11.613693307293406, 42.30548857866277], [11.614085055577885, 42.305365075599646], [11.614284532679878, 42.30529148488466], [11.614852258692341, 42.305017346354155], [11.614913987870334, 42.30499569631199], [11.614979902191376, 42.304954797221846], [11.615201402266468, 42.304818650877266], [11.615316218900125, 42.30476241731367], [11.615648338305043, 42.3046255613873], [11.615681189267328, 42.304608034569014], [11.615709244871162, 42.304600463020826], [11.616112073591394, 42.30443446749996], [11.616406330311454, 42.304213535941955], [11.617328258759802, 42.303775452601606], [11.617340209810077, 42.3037666252476], [11.617515743343505, 42.303646242901756], [11.617689437327506, 42.303560040014865], [11.617839214918495, 42.30349026031444], [11.617972404779216, 42.303442827458554], [11.618101580827293, 42.303326766406364], [11.618285082348985, 42.30320090913096], [11.61843302262038, 42.30316532736364], [11.6186822123405, 42.30310417590373], [11.618810171010924, 42.303010938322686], [11.619013032816637, 42.30295412756981], [11.619179683053865, 42.302856315429864], [11.619454335537739, 42.30275026269086], [11.61960317988535, 42.302697563833064], [11.619768586391572, 42.302622538327036], [11.620449206448209, 42.30225450003331], [11.620860524352281, 42.30207109781354], [11.621019785180339, 42.30196796919581], [11.621089067377287, 42.3019530075623], [11.621246153812947, 42.30186703327117], [11.621474780725663, 42.30175963149041], [11.621689560586438, 42.301623257939255], [11.621961429701788, 42.30142580482878], [11.622302658082809, 42.30122468194795], [11.62253371042652, 42.3010716677777], [11.62283624406346, 42.30087509779551], [11.623051353757532, 42.30073303498284], [11.623758364747093, 42.300445667836804], [11.624005378303146, 42.30028170132636], [11.624282751594507, 42.300124359583116], [11.624639174060432, 42.29994682307534], [11.624888830454491, 42.29971828140706], [11.625449911582361, 42.299504950970345], [11.625619987406651, 42.29940461793254], [11.625945534832521, 42.29920871031935], [11.626382460665235, 42.29894190223794], [11.627029833278499, 42.298475807449194], [11.62710724972298, 42.298437269596334], [11.627168511891714, 42.29837618818694], [11.627457661700738, 42.29824964379165], [11.627883810310152, 42.297960518545125], [11.62822941737097, 42.29765325906503], [11.628250624746649, 42.29763272314451], [11.628264378807216, 42.29762760361022], [11.628278816800835, 42.29761919407408], [11.62834680534078, 42.297596923110596], [11.628477988436865, 42.29754809418858], [11.628785747068168, 42.29739732934162], [11.629017378267841, 42.297253397396254], [11.629109885069349, 42.297118643866916], [11.629582455362454, 42.296920937974576], [11.629929823288919, 42.296665519253146], [11.629991289864641, 42.296633425776946], [11.630085341480948, 42.296516620051115], [11.630219434031615, 42.2964520723223], [11.630389485246665, 42.296425757285306], [11.630790836717, 42.29622517417734], [11.630919295527928, 42.29615300490715], [11.631053694824885, 42.29608276882551], [11.631127612219652, 42.29599361694484], [11.631233122824554, 42.29588826537898], [11.631384054003286, 42.29579566652259], [11.631538121865477, 42.29572906446966], [11.631957739653615, 42.29544199636199], [11.632148871235733, 42.29532154636614], [11.632940619409814, 42.29482255366386], [11.632946029200657, 42.29481884065104], [11.633318097880181, 42.294443469727305], [11.63353505195331, 42.29438487152499], [11.633755857479366, 42.294254185347896], [11.634008474844999, 42.29407387382139], [11.634280490869235, 42.29389414881229], [11.634544334951263, 42.29368530671176], [11.634925415155259, 42.2934654689807], [11.635247477526974, 42.29325832916139], [11.63549892861825, 42.293099656177944], [11.635753460373286, 42.29288329880607], [11.636106935638514, 42.292633770869706], [11.636336663071486, 42.29251777438181], [11.636798697323211, 42.29205481971412], [11.63733531290145, 42.29165181781448], [11.637851706958294, 42.2912626507913], [11.6382175771443, 42.290962945444626], [11.638525441475666, 42.29074019663059], [11.638626038092163, 42.29057726709306], [11.638789038147726, 42.290422669968265], [11.638996635634003, 42.290290929448204], [11.63929477076632, 42.28999801454779], [11.639586953717387, 42.28981298008502], [11.63971916559822, 42.28970183750115], [11.639745324985137, 42.289650405349676], [11.639905143505196, 42.289545496806994], [11.640285611505282, 42.28922565595052], [11.640639112590375, 42.288853320491334], [11.640880721874518, 42.28869494288198], [11.640987128000413, 42.288596602280755], [11.641152731172076, 42.28840653273339], [11.641321160937194, 42.288346475096844], [11.641573708819447, 42.288166166917485], [11.641632900063144, 42.288122151923886], [11.641790679918886, 42.28795509778084], [11.642884018773556, 42.28718573888167], [11.642902005300256, 42.28717735941775], [11.643113850437862, 42.2869839074182], [11.643468791251781, 42.28670551731184], [11.643832292630865, 42.28644902246876], [11.64424470630094, 42.286186751019564], [11.644622872392526, 42.28583683492308], [11.644811082090131, 42.28577013593895], [11.644906942998396, 42.285699057932426], [11.645008573607825, 42.28560910290267], [11.645255881636668, 42.28541773719823], [11.645372350794851, 42.285266735632824], [11.645524397542555, 42.285148456245636], [11.645877421108759, 42.28490608521981], [11.6462645316345, 42.28457085822642], [11.646821550562505, 42.28414675880286], [11.647082846621366, 42.28395280531879], [11.647699894228401, 42.28326561369744], [11.647878403055822, 42.28319012881198], [11.647914507706423, 42.283146279557876], [11.648014576172274, 42.28312252666565], [11.648052919672947, 42.28309146658086], [11.648196896113078, 42.28295237696342], [11.648452868543021, 42.282707167974266], [11.648748783138874, 42.28244146688084], [11.648983533535532, 42.28226606733442], [11.64909308747535, 42.28216277379426], [11.649308156357398, 42.28197995784016], [11.649465547725418, 42.281812380734486], [11.649723561503466, 42.28161425940556], [11.64994305044696, 42.28130533844306], [11.65013058441928, 42.28113350466843], [11.65052779185122, 42.28093356805291], [11.650532722577971, 42.28092926477701], [11.650770072725182, 42.28066590615569], [11.650856294807687, 42.280615997733506], [11.651154364990642, 42.280318535863145], [11.651386342768188, 42.28002400380048], [11.652255589458417, 42.27936294518402], [11.653490993270037, 42.27829562887351], [11.654837696960401, 42.27713210400787], [11.655005634446818, 42.27698868326871], [11.655086812510048, 42.27690125636135], [11.655560994788463, 42.27651439100019], [11.65563199518489, 42.27645375377021], [11.655811929331577, 42.27623652606109], [11.655983721111568, 42.27611157885923], [11.65615461455416, 42.27582053941889], [11.65632946969205, 42.275637924574916], [11.656585746594503, 42.27538549645953], [11.657214734768512, 42.274884009031595], [11.657590089666545, 42.274584500491464], [11.65789525927968, 42.274326252431344], [11.658881202552692, 42.27344048556667], [11.65891623801266, 42.27341494782729], [11.659507433318392, 42.2727892446694], [11.660716831469841, 42.27175712663929], [11.661311733804952, 42.27118360995592], [11.661719200713401, 42.27075709888428], [11.662409437327195, 42.270070907759326], [11.662958177760672, 42.26964959476943], [11.663452553706469, 42.269218826467764], [11.665744455948031, 42.26673213366672], [11.665836746026232, 42.266681371835965], [11.666272877099479, 42.26619879408747], [11.666302771523934, 42.26612633720387], [11.666354818040936, 42.26606987176172], [11.666552884078493, 42.265815984166984], [11.66674566946245, 42.26551578587493], [11.667136145477933, 42.264927874705805], [11.6673173886278, 42.26462268952758], [11.667583840692915, 42.26417557928372], [11.667873881900514, 42.263649739511635], [11.667940066000115, 42.2635000482886], [11.66801900026277, 42.26329296127703], [11.668151342029425, 42.26299356162137], [11.66835521720073, 42.26244355708656], [11.668515149891459, 42.26217383317205], [11.668815455765802, 42.26182157374182], [11.669082838923737, 42.261540551231], [11.669105796757297, 42.26151620703349], [11.66910724006618, 42.26151736649088], [11.680707082089889, 42.27083399684031]]]"
13,"[[[12.3487229063397, 42.24321180234828], [12.346836077355642, 42.28819471377225], [12.28625534532322, 42.28677616273527], [12.288185129653186, 42.241795472226016], [12.3487229063397, 42.24321180234828]]]"
14,"[[[13.075484157790136, 42.257716580635844], [13.074113614857064, 42.3027222423738], [13.013487544651321, 42.30168767360996], [13.01490116364098, 42.25668363236455], [13.075484157790136, 42.257716580635844]]]"
15,"[[[13.802696130346598, 42.267616114720624], [13.801843077338408, 42.312637309554994], [13.741185851933325, 42.311987403652665], [13.742082064029479, 42.26696722711907], [13.802696130346598, 42.267616114720624]]]"
16,"[[[14.542063782656244, 42.236544688888024], [14.539349083510142, 42.237727631389426], [14.538335894054727, 42.23808938776091], [14.538036408961872, 42.23819631565761], [14.537407725410006, 42.2385215846297], [14.537175892994012, 42.23864083888001], [14.534902336814323, 42.23934732855772], [14.530949630379315, 42.24092804238898], [14.530082045211941, 42.24132922163175], [14.52675549992018, 42.24273686514875], [14.52589184424038, 42.24307793090008], [14.523596133277275, 42.24411833242708], [14.521425729419462, 42.245103125132786], [14.519238340037377, 42.24627549376659], [14.517685742941309, 42.24705260003068], [14.517272703295601, 42.24724807309121], [14.516148189311634, 42.247828958752045], [14.51494342355643, 42.24849697340424], [14.514410331893469, 42.248774746139105], [14.513160825551422, 42.24955517916436], [14.512826741101433, 42.249655067334764], [14.511697679886883, 42.250335297015724], [14.511136680566231, 42.25069251474468], [14.51076866783041, 42.251126605343025], [14.510343316712984, 42.25132039763987], [14.509767659617708, 42.25149802465212], [14.50920691443983, 42.251835827293], [14.508642922605114, 42.25224628999671], [14.508404392803383, 42.252408534754395], [14.5081636412619, 42.25268619342074], [14.507980072197615, 42.253016404207095], [14.507543955952775, 42.25357304433832], [14.506784481147468, 42.254232574962735], [14.506209398817479, 42.2548367550265], [14.504782654389992, 42.25648204844481], [14.502771836467346, 42.258594192992746], [14.50113309763189, 42.260483717663455], [14.501241308650515, 42.26197968512596], [14.501269596838856, 42.26201086159287], [14.501247246521723, 42.26206177293859], [14.501323153481131, 42.26311109717949], [14.501319609214033, 42.26315127923059], [14.501358678322054, 42.26320612225767], [14.501312330040776, 42.263233831014155], [14.501261763516508, 42.263807200134465], [14.501318307213962, 42.26382021592302], [14.501288866708965, 42.26424698717382], [14.501216199820187, 42.264323833745486], [14.501206174963059, 42.26443749455051], [14.501198126805127, 42.26452880691427], [14.501213728975214, 42.26453192337398], [14.501190328992672, 42.264617275300644], [14.501180260702062, 42.26473151140589], [14.501312593762147, 42.26656012539462], [14.501399743198789, 42.26676902788833], [14.501543524692488, 42.26694784532739], [14.502137658050302, 42.26734679936754], [14.502162584935151, 42.26735122334969], [14.502318256165175, 42.26743375374985], [14.502418051011077, 42.267500968730566], [14.502516615151498, 42.2676582656344], [14.50250269482979, 42.267915498343676], [14.502501641310678, 42.26802542270402], [14.502824899915499, 42.26881937924331], [14.502819912937246, 42.26887595986112], [14.502916563647283, 42.268908329242116], [14.503002414101008, 42.269406071998304], [14.502977431088391, 42.26974485751332], [14.502951949567349, 42.26980009744561], [14.50293185881475, 42.26995185146465], [14.502929312191545, 42.270165777527524], [14.502708838688378, 42.27017413777842], [14.502705255269984, 42.270176933979], [14.502553581830771, 42.2718978209382], [14.50182367820036, 42.27231556315495], [14.501800472527735, 42.27233562634578], [14.50175161651282, 42.27235680474391], [14.50171812241813, 42.27237597393498], [14.501532346858342, 42.272492564331756], [14.501316300840017, 42.27265599737062], [14.501199836458943, 42.27281463864544], [14.501107011000485, 42.27293163256738], [14.500981100509554, 42.273086227460894], [14.500906382630644, 42.273202349847104], [14.500849436758068, 42.273209591574876], [14.500501844278407, 42.27328933039158], [14.500151341071028, 42.273405216275705], [14.499870049255462, 42.27351552277604], [14.499504954060876, 42.273672619373755], [14.499390891792837, 42.273754623770316], [14.498936140281607, 42.27396807344288], [14.498218289556942, 42.27437886807144], [14.498157238335633, 42.27444636360335], [14.497703600764076, 42.27476975102854], [14.497321990220911, 42.27491833488936], [14.49634851541404, 42.2755284849382], [14.496292874874104, 42.275620772973916], [14.496222900055319, 42.275687151123506], [14.496026781094836, 42.27583611390127], [14.495642707548681, 42.27608863446544], [14.495272157419953, 42.27632249836584], [14.49473768262778, 42.27662275496931], [14.494554424802354, 42.27673570023639], [14.49399819275959, 42.27754739234467], [14.493362084055267, 42.27760411045477], [14.49290036631599, 42.27786557760207], [14.49260865225144, 42.27810014701754], [14.492414275226613, 42.27826927431624], [14.492057707207659, 42.27845519468867], [14.491975789905615, 42.278518855081394], [14.49195222790444, 42.27854651950503], [14.49087688887801, 42.27996554436739], [14.4908311863214, 42.2801007495674], [14.490737971085524, 42.280352788239945], [14.490537275828233, 42.280623492072976], [14.49039371066803, 42.280819433251374], [14.490183748628933, 42.281018561793644], [14.48997339569982, 42.28121320942657], [14.4898586308822, 42.28132224577387], [14.489821421852444, 42.28135827342813], [14.489738752403188, 42.28146735515987], [14.48965237572936, 42.28152194909619], [14.489643409576644, 42.281530629889374], [14.489451055906976, 42.28168840154468], [14.4893197412085, 42.281816237033794], [14.489123301962929, 42.281996711650855], [14.488921216067643, 42.282181957456864], [14.488787557588987, 42.28228289750581], [14.488575519811477, 42.28235384222423], [14.488233123421484, 42.28249405870017], [14.487991935194632, 42.282571385524534], [14.485767076874268, 42.283977453817315], [14.485725719237461, 42.284012623944754], [14.485284828864975, 42.28446278709612], [14.469557813907954, 42.272639495525205], [14.469934967013963, 42.22761005921595], [14.530522808779384, 42.227874044905626], [14.541960830151627, 42.236467357084855], [14.542063782656244, 42.236544688888024]]]"
17,"[[[13.99310445493124, 41.72905479054819], [13.99240046387858, 41.7740831107994], [13.932249307166659, 41.77353977825594], [13.932995305819684, 41.728512311151626], [13.99310445493124, 41.72905479054819]]]"
18,"[[[12.551146411534452, 41.70736578737944], [12.549435980867775, 41.752360008899224], [12.489352050958743, 41.75106203805203], [12.491104312645058, 41.70606985323343], [12.551146411534452, 41.70736578737944]]]"
19,"[[[13.461818162746706, 41.3178543159756], [13.460758202484582, 41.36287656602717], [13.401000020219643, 41.36206158822341], [13.40210108955622, 41.31704061993711], [13.461818162746706, 41.3178543159756]]]"
20,"[[[13.738293466413849, 41.27618011958011], [13.738251631630535, 41.276446909582106], [13.738281623266653, 41.2768660806864], [13.738359298818251, 41.27717319935621], [13.738520835356677, 41.27744519704999], [13.73854042249674, 41.27763007749929], [13.73856438686219, 41.27795460619087], [13.73861262954443, 41.27822085926747], [13.738608665069698, 41.27844602532206], [13.738642395168881, 41.27867157200467], [13.73869115013751, 41.27891082610506], [13.738784771643195, 41.279164051523495], [13.738834749913579, 41.27934024653701], [13.738876008549493, 41.27956138896459], [13.738940465513066, 41.2797602766464], [13.73899677311098, 41.2799950888491], [13.738984801571766, 41.28022915933647], [13.739018868188083, 41.280436712526445], [13.73899050746092, 41.280747154695355], [13.739031079875094, 41.28100431954852], [13.739025383021326, 41.281319524535746], [13.739021320227556, 41.28153117814991], [13.739197231214959, 41.28185286721261], [13.73937565569221, 41.28204399084187], [13.739622156433462, 41.28224484371483], [13.739846545798985, 41.28239593610712], [13.740105799719618, 41.282709537640606], [13.740260555934007, 41.282967946332775], [13.740368796287342, 41.28325739008087], [13.740392810341852, 41.283599931884005], [13.740404286133334, 41.28379823885324], [13.740347323560307, 41.28400479178041], [13.740303234212156, 41.28433758705091], [13.740206952886997, 41.284629275489976], [13.74015013860546, 41.28484933846666], [13.740190162140944, 41.28513352197157], [13.74029929555442, 41.285377936137664], [13.74045923431244, 41.285753498754616], [13.740454578017726, 41.285996653134106], [13.740352805559807, 41.28618469792552], [13.740294887774619, 41.286440782456424], [13.740298303431405, 41.28667053009739], [13.740257253007677, 41.286845723546676], [13.740193005279373, 41.28704319175036], [13.740128732059285, 41.28724066053212], [13.740056739701528, 41.28743350499457], [13.740056385617107, 41.28745153593973], [13.740008004739993, 41.28802750627666], [13.740087142468555, 41.288258056613536], [13.740135404717066, 41.28852432687128], [13.740227053070418, 41.28888113344701], [13.740274845264215, 41.28916990101349], [13.74023268716937, 41.28940363099974], [13.740137176031034, 41.28965479469457], [13.74007783540548, 41.28971269210479], [13.73997510628542, 41.28981516011955], [13.739783059033524, 41.289961678646634], [13.739506502189231, 41.2901568243572], [13.739291344251665, 41.29032113187801], [13.73916766106467, 41.290445854158726], [13.738905536193842, 41.29070420445827], [13.738620288135198, 41.29096230975021], [13.738365432208651, 41.2912117300454], [13.738080178945895, 41.291469815890224], [13.737779754266953, 41.291741250384476], [13.737600747584114, 41.29200502093156], [13.737345017681683, 41.2922994676814], [13.737121362861268, 41.292517706580924], [13.736943449908411, 41.292704905450336], [13.736712750732256, 41.29290055110226], [13.736481170917552, 41.29312319107502], [13.736280677747196, 41.29330114162762], [13.736026886063588, 41.293514536504375], [13.735811707445638, 41.29367882002018], [13.73556620873968, 41.29382924980524], [13.735381092841239, 41.29400285853024], [13.735128406106845, 41.2941577157379], [13.734859277128876, 41.29435292626049], [13.73433935155521, 41.294697292614295], [13.734337551065215, 41.294698498734974], [13.733917115311735, 41.29490103709749], [13.733695055209873, 41.29501570240685], [13.733412909138956, 41.295111668602736], [13.73313075269194, 41.29524022217725], [13.732835772871477, 41.29548526011806], [13.73283969347264, 41.29565953690041], [13.73284849233896, 41.296051974656535], [13.73294331862865, 41.29626264890104], [13.733226462413947, 41.296891757831034], [13.733385533735916, 41.297275678020696], [13.733750976716227, 41.29815766837273], [13.734155694454111, 41.299469043722496], [13.734154452844525, 41.3001623683142], [13.733955430728498, 41.30056674631547], [13.733487302077497, 41.30091341737501], [13.73325907646958, 41.301365794262466], [13.73307265164777, 41.3016249583028], [13.732954942436372, 41.30184435566628], [13.732912669984344, 41.30206007335866], [13.732924845348283, 41.302222339280824], [13.732914091561758, 41.30241138421154], [13.732963482516823, 41.302596586616964], [13.733043719078408, 41.302773140884305], [13.733047077399052, 41.30298482021091], [13.732537955044084, 41.30306029014418], [13.731961577625437, 41.30308097742606], [13.731360697454399, 41.303191441268176], [13.730844464160896, 41.30324881126445], [13.730439495792364, 41.30341997991223], [13.72989725750445, 41.30364369345438], [13.729279695785115, 41.303844044238346], [13.728798675222729, 41.30400991138332], [13.728419455657471, 41.30402821761748], [13.727818411083033, 41.304165682591304], [13.727360689369451, 41.304322766728966], [13.726819543941337, 41.30446991425525], [13.726287369848878, 41.30455860364478], [13.725801008829466, 41.30463428746233], [13.72535883377701, 41.30475998434598], [13.725054208724048, 41.304837664918395], [13.724787732302905, 41.30491130506226], [13.72451335533623, 41.30498932563715], [13.724327850779718, 41.30504581645598], [13.723887571090541, 41.30520757114951], [13.72362106382515, 41.30528117851064], [13.723400570986774, 41.3053147719449], [13.723095515821564, 41.30541498012194], [13.722821199961508, 41.3054884953867], [13.722464098873708, 41.30553856524034], [13.722166415239311, 41.30564335469709], [13.722005745570383, 41.30572714888763], [13.721867680649234, 41.3058201932418], [13.721721692827847, 41.30591765676909], [13.721476482413035, 41.306068064531146], [13.721238915987959, 41.306209545624036], [13.721062585958437, 41.30631116950644], [13.720900608639445, 41.30646250269149], [13.720852609496461, 41.306588074651096], [13.720766921692281, 41.306713232197936], [13.720697128436553, 41.30678901178577], [13.720522427164951, 41.30682761418736], [13.720308824642364, 41.306888282641275], [13.720035557691025, 41.30690775629205], [13.719708245598307, 41.30698069361086], [13.719358957430874, 41.30701280504488], [13.719048362723678, 41.30701387579395], [13.718812635425731, 41.307060792129356], [13.718485808115298, 41.30708867602766], [13.71821985458299, 41.30713526449343], [13.717854726558452, 41.307194243456266], [13.71748971776164, 41.307266731978146], [13.71715526825803, 41.30730353731853], [13.716805465061176, 41.307380709487965], [13.71656875845234, 41.307459137311206], [13.716325104834501, 41.30751046747999], [13.716112405906337, 41.30754413202301], [13.715838253945488, 41.3076086249233], [13.715579577462458, 41.30766427610701], [13.71518333673831, 41.30776794926415], [13.714765309945456, 41.307839839948066], [13.71450556982417, 41.30794954230834], [13.714277143652824, 41.30800555364141], [13.714032940196873, 41.30808387806043], [13.713810308714242, 41.30824353989088], [13.713597330451353, 41.30827269381719], [13.713399465101821, 41.30831100033392], [13.713186942030724, 41.308335635942306], [13.712913575186771, 41.30835959525695], [13.712639779176298, 41.3084060875834], [13.712389106348695, 41.30843479421224], [13.712076772448262, 41.30850337088519], [13.711855990721684, 41.30856844967691], [13.711725640059266, 41.30864803618417], [13.71154041967093, 41.30882162982504], [13.711416197106525, 41.30896887833894], [13.711283470559778, 41.30918807763452], [13.7112034305192, 41.309403363933576], [13.711146814279182, 41.30958739178969], [13.71102792540505, 41.30986078955377], [13.710879169813156, 41.31011582873318], [13.710737268309964, 41.31040248859193], [13.710642230455587, 41.31062211376839], [13.710516935423428, 41.3108233786451], [13.71039130344466, 41.31106067031514], [13.71025863385299, 41.31125737014867], [13.710095277636086, 41.311476201293075], [13.710023270983779, 41.31168256384601], [13.709942979494338, 41.31192937331942], [13.709892848017004, 41.3121630150349], [13.709851614592392, 41.3123427054521], [13.709802799598716, 41.312526819086145], [13.709745788159045, 41.31272884219449], [13.70965821049435, 41.31294856719986], [13.709472424461342, 41.313149140008996], [13.709288185379714, 41.31327317914544], [13.709074393799565, 41.31336084409659], [13.70855607154641, 41.31355725170512], [13.70855493741292, 41.31355769475567], [13.708213167819872, 41.31360340374946], [13.707969963184912, 41.31363220068899], [13.707660532197735, 41.31357016638322], [13.707352103955982, 41.313440601057614], [13.707111600765517, 41.31332980657118], [13.706879160887963, 41.313192071727826], [13.706662858408682, 41.31300949402954], [13.706453498774735, 41.31285401450245], [13.706392894694195, 41.31280379686477], [13.706229482232036, 41.31266684646108], [13.705975734653638, 41.312452297034596], [13.705744895757896, 41.312251541065095], [13.705468663904693, 41.312023251711985], [13.705169304454829, 41.31181270738991], [13.704894237955074, 41.311525858820076], [13.704632444566123, 41.31134276177344], [13.704386291365998, 41.31114181899195], [13.70407200820526, 41.31091309340952], [13.703834486375031, 41.310653691896995], [13.703558791315846, 41.31039837893227], [13.703336022795739, 41.310148164432384], [13.703044443653127, 41.30994220054494], [13.702626038439643, 41.30961771666461], [13.702080519800495, 41.30902155985129], [13.701916460029263, 41.308898109879195], [13.701753134483468, 41.30875665034685], [13.701575493452184, 41.30854747498415], [13.701474613004844, 41.308325642530484], [13.70135115417467, 41.30809455587334], [13.701287874836844, 41.30785963993389], [13.701293089394307, 41.307634516024095], [13.701291113943775, 41.307395781776535], [13.7013857744402, 41.307234725611536], [13.701513083987642, 41.30697043396573], [13.701751893636771, 41.30680650086968], [13.701909176938784, 41.30657406304757], [13.702018739762051, 41.30641315188881], [13.702153993633754, 41.306144459760404], [13.702302317897328, 41.30591192664371], [13.702434820969899, 41.30572426125216], [13.702550680723373, 41.30560397302309], [13.7026584836221, 41.30553312046422], [13.702789455570745, 41.30542200438677], [13.702959213906718, 41.305257282313924], [13.703152713278115, 41.30504327475937], [13.703299708619122, 41.30487828576948], [13.703385888768798, 41.30474864581726], [13.703463596359905, 41.30463242694751], [13.703488934810494, 41.304502107817], [13.703407320857929, 41.30442011047415], [13.703278997014095, 41.30437814110796], [13.703188297241857, 41.30435911868459], [13.703044403668901, 41.30434847001139], [13.702871381358674, 41.304301452227634], [13.702720573021825, 41.304245724849785], [13.70258444558678, 41.30423970019527], [13.702410693794377, 41.30421070913384], [13.702162793881312, 41.30409981908155], [13.70189563336324, 41.3038490947314], [13.701762637987905, 41.30368546396858], [13.701554511850965, 41.30350744546734], [13.701280627748035, 41.303220650014225], [13.701063507639493, 41.3030830690128], [13.701061403194325, 41.30307938553103], [13.701602992488501, 41.27577210918132], [13.738293466413849, 41.27618011958011]]]"
